pmid,gold,raw_prediction,parsed_prediction,correct,model,total_seconds,timestamp
25588461,yes,yes,yes,1,llama3.2:1b,1.311723,2026-06-26 16:36:19
23359100,yes,no,no,0,llama3.2:1b,1.29093,2026-06-26 16:36:21
26548832,yes,maybe,maybe,0,llama3.2:1b,2.129024,2026-06-26 16:36:23
25756710,yes,maybe,maybe,0,llama3.2:1b,1.756519,2026-06-26 16:36:25
20297950,yes,maybe,maybe,0,llama3.2:1b,2.149184,2026-06-26 16:36:27
24622801,yes,no,no,0,llama3.2:1b,1.420237,2026-06-26 16:36:29
9722752,yes,no,no,0,llama3.2:1b,1.31384,2026-06-26 16:36:31
20577124,yes,maybe,maybe,0,llama3.2:1b,1.544007,2026-06-26 16:36:32
19027440,yes,maybe,maybe,0,llama3.2:1b,1.33183,2026-06-26 16:36:34
18239988,yes,yes,yes,1,llama3.2:1b,1.537685,2026-06-26 16:36:36
27858166,yes,yes,yes,1,llama3.2:1b,1.316547,2026-06-26 16:36:37
27050489,yes,yes,yes,1,llama3.2:1b,1.316385,2026-06-26 16:36:39
16266387,yes,yes,yes,1,llama3.2:1b,1.70578,2026-06-26 16:36:41
27287237,yes,maybe,maybe,0,llama3.2:1b,1.322745,2026-06-26 16:36:42
11079675,yes,No,no,0,llama3.2:1b,1.542328,2026-06-26 16:36:44
10331115,yes,no,no,0,llama3.2:1b,1.127964,2026-06-26 16:36:45
18594195,yes,no,no,0,llama3.2:1b,1.27895,2026-06-26 16:36:47
22497340,yes,no,no,0,llama3.2:1b,0.9148366,2026-06-26 16:36:48
16769333,yes,maybe,maybe,0,llama3.2:1b,1.52732,2026-06-26 16:36:50
20571467,yes,no,no,0,llama3.2:1b,1.727413,2026-06-26 16:36:51
12094116,yes,no,no,0,llama3.2:1b,1.146093,2026-06-26 16:36:53
17276182,yes,Maybe,maybe,0,llama3.2:1b,1.304099,2026-06-26 16:36:54
26419377,yes,no,no,0,llama3.2:1b,1.310058,2026-06-26 16:36:56
23810330,yes,maybe,maybe,0,llama3.2:1b,1.507499,2026-06-26 16:36:58
15151701,yes,maybe,maybe,0,llama3.2:1b,1.54458,2026-06-26 16:36:59
23736032,yes,No,no,0,llama3.2:1b,1.317459,2026-06-26 16:37:01
28143468,yes,no,no,0,llama3.2:1b,1.113754,2026-06-26 16:37:02
23495128,yes,no,no,0,llama3.2:1b,1.30574,2026-06-26 16:37:04
12121321,yes,no,no,0,llama3.2:1b,1.327738,2026-06-26 16:37:05
18570208,yes,yes,yes,1,llama3.2:1b,1.323779,2026-06-26 16:37:07
28707539,yes,no,no,0,llama3.2:1b,1.117091,2026-06-26 16:37:08
22117569,yes,no,no,0,llama3.2:1b,1.120095,2026-06-26 16:37:09
18783922,yes,no,no,0,llama3.2:1b,1.935672,2026-06-26 16:37:12
15528969,yes,No,no,0,llama3.2:1b,1.33451,2026-06-26 16:37:13
19482903,yes,no,no,0,llama3.2:1b,1.540018,2026-06-26 16:37:15
11977907,yes,no,no,0,llama3.2:1b,1.555346,2026-06-26 16:37:17
17306983,yes,maybe,maybe,0,llama3.2:1b,1.553687,2026-06-26 16:37:18
24318956,yes,no,no,0,llama3.2:1b,1.533576,2026-06-26 16:37:20
22266735,yes,no,no,0,llama3.2:1b,1.799211,2026-06-26 16:37:22
22453060,yes,maybe,maybe,0,llama3.2:1b,1.89607,2026-06-26 16:37:24
10401824,yes,no,no,0,llama3.2:1b,2.446832,2026-06-26 16:37:27
15208005,yes,maybe,maybe,0,llama3.2:1b,1.452553,2026-06-26 16:37:29
16713745,yes,no,no,0,llama3.2:1b,1.644281,2026-06-26 16:37:30
21864397,yes,maybe,maybe,0,llama3.2:1b,1.713745,2026-06-26 16:37:32
25810292,yes,Yes,yes,1,llama3.2:1b,1.7119,2026-06-26 16:37:34
11943048,yes,maybe,maybe,0,llama3.2:1b,2.435351,2026-06-26 16:37:37
23347337,yes,maybe,maybe,0,llama3.2:1b,1.746475,2026-06-26 16:37:39
23992109,yes,maybe,maybe,0,llama3.2:1b,2.08175,2026-06-26 16:37:41
10922093,yes,yes,yes,1,llama3.2:1b,1.486981,2026-06-26 16:37:43
26601554,yes,no,no,0,llama3.2:1b,1.20545,2026-06-26 16:37:44
15489384,yes,maybe,maybe,0,llama3.2:1b,1.683013,2026-06-26 16:37:46
27818079,yes,No,no,0,llama3.2:1b,1.43789,2026-06-26 16:37:48
24340838,yes,no,no,0,llama3.2:1b,1.661341,2026-06-26 16:37:50
16971978,yes,Yes,yes,1,llama3.2:1b,1.899308,2026-06-26 16:37:52
21689015,yes,yes,yes,1,llama3.2:1b,1.416317,2026-06-26 16:37:53
12846929,yes,maybe,maybe,0,llama3.2:1b,1.429355,2026-06-26 16:37:55
22694248,yes,Maybe,maybe,0,llama3.2:1b,1.437695,2026-06-26 16:37:57
15488260,yes,no,no,0,llama3.2:1b,1.208287,2026-06-26 16:37:58
23690198,yes,yes,yes,1,llama3.2:1b,1.66219,2026-06-26 16:38:00
10173769,yes,maybe,maybe,0,llama3.2:1b,1.680856,2026-06-26 16:38:02
12098035,yes,maybe,maybe,0,llama3.2:1b,1.682851,2026-06-26 16:38:04
23448747,yes,no,no,0,llama3.2:1b,1.429392,2026-06-26 16:38:05
24359102,yes,No,no,0,llama3.2:1b,1.420296,2026-06-26 16:38:07
14697414,yes,maybe,maybe,0,llama3.2:1b,2.108962,2026-06-26 16:38:09
15050326,yes,no,no,0,llama3.2:1b,1.908563,2026-06-26 16:38:12
27131771,yes,maybe,maybe,0,llama3.2:1b,1.46123,2026-06-26 16:38:13
26923375,yes,no,no,0,llama3.2:1b,2.114866,2026-06-26 16:38:16
15841770,yes,maybe,maybe,0,llama3.2:1b,1.690121,2026-06-26 16:38:17
25503376,yes,no,no,0,llama3.2:1b,1.897613,2026-06-26 16:38:20
19394934,yes,Maybe,maybe,0,llama3.2:1b,1.666435,2026-06-26 16:38:21
22188074,yes,yes,yes,1,llama3.2:1b,1.699859,2026-06-26 16:38:23
21394762,yes,no,no,0,llama3.2:1b,1.216446,2026-06-26 16:38:25
9582182,yes,yes,yes,1,llama3.2:1b,1.409957,2026-06-26 16:38:26
28056802,yes,maybe,maybe,0,llama3.2:1b,2.073802,2026-06-26 16:38:29
18182265,yes,maybe,maybe,0,llama3.2:1b,1.922068,2026-06-26 16:38:31
9142039,yes,maybe,maybe,0,llama3.2:1b,1.724082,2026-06-26 16:38:33
20084845,yes,maybe,maybe,0,llama3.2:1b,1.452746,2026-06-26 16:38:34
24298614,yes,no,no,0,llama3.2:1b,1.458721,2026-06-26 16:38:36
12145243,yes,no,no,0,llama3.2:1b,1.46733,2026-06-26 16:38:38
21952349,yes,no,no,0,llama3.2:1b,1.44585,2026-06-26 16:38:40
27592038,yes,No,no,0,llama3.2:1b,1.716147,2026-06-26 16:38:41
25481573,yes,no,no,0,llama3.2:1b,1.257636,2026-06-26 16:38:43
20306735,yes,No,no,0,llama3.2:1b,1.920066,2026-06-26 16:38:45
26864326,yes,no,no,0,llama3.2:1b,1.944961,2026-06-26 16:38:47
21123461,yes,no,no,0,llama3.2:1b,1.927261,2026-06-26 16:38:49
12963175,yes,Maybe,maybe,0,llama3.2:1b,1.709829,2026-06-26 16:38:51
10548670,yes,no,no,0,llama3.2:1b,1.933898,2026-06-26 16:38:54
21848798,yes,no,no,0,llama3.2:1b,1.942324,2026-06-26 16:38:56
25675614,yes,no,no,0,llama3.2:1b,1.513532,2026-06-26 16:38:58
25986020,yes,no,no,0,llama3.2:1b,1.505316,2026-06-26 16:38:59
18472368,yes,no,no,0,llama3.2:1b,1.761919,2026-06-26 16:39:01
26578404,yes,maybe,maybe,0,llama3.2:1b,2.240856,2026-06-26 16:39:04
14872327,yes,no,no,0,llama3.2:1b,1.295652,2026-06-26 16:39:05
23412195,yes,no,no,0,llama3.2:1b,1.750035,2026-06-26 16:39:07
24139705,yes,No,no,0,llama3.2:1b,1.984583,2026-06-26 16:39:09
23224030,yes,No,no,0,llama3.2:1b,1.7699,2026-06-26 16:39:11
24013712,yes,no,no,0,llama3.2:1b,1.776906,2026-06-26 16:39:14
15943725,yes,maybe,maybe,0,llama3.2:1b,1.978324,2026-06-26 16:39:16
27456836,yes,no,no,0,llama3.2:1b,1.957781,2026-06-26 16:39:18
24671913,yes,no,no,0,llama3.2:1b,1.953182,2026-06-26 16:39:20
22825590,yes,no,no,0,llama3.2:1b,1.974785,2026-06-26 16:39:22
23361217,yes,no,no,0,llama3.2:1b,1.526188,2026-06-26 16:39:24
18307476,yes,maybe,maybe,0,llama3.2:1b,1.697707,2026-06-26 16:39:26
22237146,yes,yes,yes,1,llama3.2:1b,1.741822,2026-06-26 16:39:28
25043083,yes,yes,yes,1,llama3.2:1b,2.136713,2026-06-26 16:39:30
26561905,yes,no,no,0,llama3.2:1b,1.523421,2026-06-26 16:39:32
23517744,yes,yes,yes,1,llama3.2:1b,1.500172,2026-06-26 16:39:34
27136599,yes,no,no,0,llama3.2:1b,1.262088,2026-06-26 16:39:35
10749257,yes,no,no,0,llama3.2:1b,1.325112,2026-06-26 16:39:37
17598882,yes,maybe,maybe,0,llama3.2:1b,1.757937,2026-06-26 16:39:39
15223779,yes,no,no,0,llama3.2:1b,1.764979,2026-06-26 16:39:41
16776337,yes,no,no,0,llama3.2:1b,1.041515,2026-06-26 16:39:42
23916653,yes,maybe,maybe,0,llama3.2:1b,1.712162,2026-06-26 16:39:44
10201555,yes,yes,yes,1,llama3.2:1b,1.759894,2026-06-26 16:39:46
24751724,yes,maybe,maybe,0,llama3.2:1b,2.422901,2026-06-26 16:39:49
8910148,yes,no,no,0,llama3.2:1b,1.948808,2026-06-26 16:39:51
18065862,yes,no,no,0,llama3.2:1b,1.276375,2026-06-26 16:39:53
22617083,yes,maybe,maybe,0,llama3.2:1b,1.263224,2026-06-26 16:39:54
25499207,yes,no,no,0,llama3.2:1b,2.366455,2026-06-26 16:39:57
16465002,yes,maybe,maybe,0,llama3.2:1b,1.757598,2026-06-26 16:39:59
25940336,yes,maybe,maybe,0,llama3.2:1b,2.350238,2026-06-26 16:40:01
24191126,yes,no,no,0,llama3.2:1b,1.375705,2026-06-26 16:40:03
8375607,yes,no,no,0,llama3.2:1b,1.323954,2026-06-26 16:40:05
26965932,yes,maybe,maybe,0,llama3.2:1b,2.243075,2026-06-26 16:40:07
22012962,yes,maybe,maybe,0,llama3.2:1b,1.803031,2026-06-26 16:40:09
12442934,yes,no,no,0,llama3.2:1b,1.314589,2026-06-26 16:40:11
19430778,yes,Maybe,maybe,0,llama3.2:1b,1.78367,2026-06-26 16:40:13
20605051,yes,maybe,maybe,0,llama3.2:1b,1.258714,2026-06-26 16:40:14
19108857,yes,maybe,maybe,0,llama3.2:1b,1.478863,2026-06-26 16:40:16
24516646,yes,no,no,0,llama3.2:1b,1.957055,2026-06-26 16:40:18
25752725,yes,maybe,maybe,0,llama3.2:1b,1.744785,2026-06-26 16:40:20
20537205,yes,maybe,maybe,0,llama3.2:1b,1.263487,2026-06-26 16:40:22
20602784,yes,maybe,maybe,0,llama3.2:1b,1.239958,2026-06-26 16:40:23
22302761,yes,no,no,0,llama3.2:1b,2.149126,2026-06-26 16:40:25
18322741,yes,maybe,maybe,0,llama3.2:1b,1.97937,2026-06-26 16:40:28
14692023,yes,no,no,0,llama3.2:1b,1.49482,2026-06-26 16:40:29
22348433,yes,maybe,maybe,0,llama3.2:1b,1.29509,2026-06-26 16:40:31
26215326,yes,maybe,maybe,0,llama3.2:1b,1.774053,2026-06-26 16:40:33
23539689,yes,no,no,0,llama3.2:1b,1.023568,2026-06-26 16:40:34
9363244,yes,no,no,0,llama3.2:1b,1.006811,2026-06-26 16:40:35
24507422,yes,yes,yes,1,llama3.2:1b,1.727471,2026-06-26 16:40:37
22350859,yes,no,no,0,llama3.2:1b,1.271192,2026-06-26 16:40:39
19640728,yes,No,no,0,llama3.2:1b,1.706453,2026-06-26 16:40:41
23806388,yes,maybe,maybe,0,llama3.2:1b,1.759782,2026-06-26 16:40:43
9920954,yes,no,no,0,llama3.2:1b,2.161309,2026-06-26 16:40:45
8916748,yes,No,no,0,llama3.2:1b,1.500194,2026-06-26 16:40:47
11970923,yes,no,no,0,llama3.2:1b,1.014152,2026-06-26 16:40:48
19302863,yes,no,no,0,llama3.2:1b,1.733185,2026-06-26 16:40:50
22532370,yes,no,no,0,llama3.2:1b,1.047696,2026-06-26 16:40:52
18179827,yes,no,no,0,llama3.2:1b,1.478891,2026-06-26 16:40:53
18399830,yes,no,no,0,llama3.2:1b,2.277314,2026-06-26 16:40:56
12595848,yes,no,no,0,llama3.2:1b,2.305205,2026-06-26 16:40:58
18158048,yes,no,no,0,llama3.2:1b,1.567315,2026-06-26 16:41:00
23848044,yes,no,no,0,llama3.2:1b,0.8324479,2026-06-26 16:41:01
11481172,yes,maybe,maybe,0,llama3.2:1b,0.9944166,2026-06-26 16:41:03
28247485,yes,yes,yes,1,llama3.2:1b,1.72651,2026-06-26 16:41:05
24977765,yes,Maybe,maybe,0,llama3.2:1b,1.958555,2026-06-26 16:41:07
14551704,yes,no,no,0,llama3.2:1b,1.503211,2026-06-26 16:41:08
12632437,yes,no,no,0,llama3.2:1b,2.674769,2026-06-26 16:41:11
20850631,yes,no,no,0,llama3.2:1b,2.14617,2026-06-26 16:41:14
17565137,yes,no,no,0,llama3.2:1b,1.916511,2026-06-26 16:41:16
9616411,yes,no,no,0,llama3.2:1b,1.286991,2026-06-26 16:41:17
22720085,yes,no,no,0,llama3.2:1b,1.907998,2026-06-26 16:41:20
21074975,yes,no,no,0,llama3.2:1b,1.506426,2026-06-26 16:41:21
25604390,yes,maybe,maybe,0,llama3.2:1b,1.926767,2026-06-26 16:41:23
14968373,yes,no,no,0,llama3.2:1b,1.271956,2026-06-26 16:41:25
10135926,yes,no,no,0,llama3.2:1b,1.441456,2026-06-26 16:41:27
19419587,yes,no,no,0,llama3.2:1b,1.705133,2026-06-26 16:41:29
23379759,yes,no,no,0,llama3.2:1b,1.309546,2026-06-26 16:41:30
19923859,yes,no,no,0,llama3.2:1b,1.256726,2026-06-26 16:41:32
22656647,yes,no,no,0,llama3.2:1b,1.461556,2026-06-26 16:41:33
12163782,yes,no,no,0,llama3.2:1b,2.207565,2026-06-26 16:41:36
21658267,yes,no,no,0,llama3.2:1b,1.937957,2026-06-26 16:41:38
9199905,yes,No.,no,0,llama3.2:1b,1.766593,2026-06-26 16:41:40
23375036,yes,no,no,0,llama3.2:1b,1.255189,2026-06-26 16:41:41
24495711,yes,no,no,0,llama3.2:1b,1.470872,2026-06-26 16:41:43
26820719,yes,no,no,0,llama3.2:1b,1.973475,2026-06-26 16:41:45
26516021,yes,no,no,0,llama3.2:1b,1.981196,2026-06-26 16:41:48
20064872,yes,maybe,maybe,0,llama3.2:1b,2.186607,2026-06-26 16:41:50
15708048,yes,no,no,0,llama3.2:1b,1.728996,2026-06-26 16:41:52
29112560,yes,no,no,0,llama3.2:1b,1.972234,2026-06-26 16:41:54
23949294,yes,no,no,0,llama3.2:1b,1.763788,2026-06-26 16:41:56
10877371,yes,No,no,0,llama3.2:1b,1.479861,2026-06-26 16:41:58
23870157,yes,no,no,0,llama3.2:1b,1.726025,2026-06-26 16:42:00
18540901,yes,no,no,0,llama3.2:1b,1.510181,2026-06-26 16:42:02
21420186,yes,yes,yes,1,llama3.2:1b,1.725358,2026-06-26 16:42:04
12484580,yes,no,no,0,llama3.2:1b,1.003456,2026-06-26 16:42:05
23321509,yes,maybe,maybe,0,llama3.2:1b,2.118876,2026-06-26 16:42:07
26907557,yes,maybe,maybe,0,llama3.2:1b,1.273605,2026-06-26 16:42:09
22644412,yes,no,no,0,llama3.2:1b,1.899533,2026-06-26 16:42:11
25521278,yes,no,no,0,llama3.2:1b,1.018934,2026-06-26 16:42:12
21845457,yes,yes,yes,1,llama3.2:1b,1.669277,2026-06-26 16:42:14
18565233,yes,no,no,0,llama3.2:1b,1.947407,2026-06-26 16:42:16
17894828,yes,no,no,0,llama3.2:1b,1.761515,2026-06-26 16:42:18
10490564,yes,no,no,0,llama3.2:1b,1.933176,2026-06-26 16:42:20
7860319,yes,no,no,0,llama3.2:1b,1.525012,2026-06-26 16:42:22
18568239,yes,no,no,0,llama3.2:1b,1.690599,2026-06-26 16:42:24
9488747,yes,maybe,maybe,0,llama3.2:1b,1.255728,2026-06-26 16:42:25
20354380,yes,maybe,maybe,0,llama3.2:1b,1.497415,2026-06-26 16:42:27
24245816,yes,No,no,0,llama3.2:1b,1.493879,2026-06-26 16:42:29
11481599,yes,maybe,maybe,0,llama3.2:1b,1.229885,2026-06-26 16:42:30
27217036,yes,no,no,0,llama3.2:1b,1.944627,2026-06-26 16:42:32
23283159,yes,no,no,0,llama3.2:1b,2.169935,2026-06-26 16:42:35
19593710,yes,no,no,0,llama3.2:1b,1.735334,2026-06-26 16:42:37
18693227,yes,maybe,maybe,0,llama3.2:1b,1.461824,2026-06-26 16:42:38
21346501,yes,no,no,0,llama3.2:1b,1.481641,2026-06-26 16:42:40
17910536,yes,yes,yes,1,llama3.2:1b,1.717555,2026-06-26 16:42:42
26304701,yes,yes,yes,1,llama3.2:1b,1.51122,2026-06-26 16:42:44
18616781,yes,Yes,yes,1,llama3.2:1b,2.401892,2026-06-26 16:42:46
9483814,yes,no,no,0,llama3.2:1b,1.974771,2026-06-26 16:42:49
12848629,yes,no,no,0,llama3.2:1b,1.509659,2026-06-26 16:42:50
25280365,yes,no,no,0,llama3.2:1b,1.484344,2026-06-26 16:42:52
25311479,yes,no,no,0,llama3.2:1b,1.707133,2026-06-26 16:42:54
16046584,yes,no,no,0,llama3.2:1b,1.509447,2026-06-26 16:42:56
26418441,yes,Maybe,maybe,0,llama3.2:1b,1.718043,2026-06-26 16:42:58
22683044,yes,maybe,maybe,0,llama3.2:1b,1.726869,2026-06-26 16:43:00
26200172,yes,no,no,0,llama3.2:1b,1.960637,2026-06-26 16:43:02
20121683,yes,maybe,maybe,0,llama3.2:1b,1.265691,2026-06-26 16:43:03
18222909,yes,Yes,yes,1,llama3.2:1b,1.456944,2026-06-26 16:43:05
12221908,yes,maybe,maybe,0,llama3.2:1b,1.906737,2026-06-26 16:43:07
24014276,yes,Maybe,maybe,0,llama3.2:1b,1.923047,2026-06-26 16:43:09
24270957,yes,No,no,0,llama3.2:1b,1.753447,2026-06-26 16:43:11
18507507,yes,no,no,0,llama3.2:1b,1.282741,2026-06-26 16:43:13
16772913,yes,maybe,maybe,0,llama3.2:1b,1.898477,2026-06-26 16:43:15
12172698,yes,no,no,0,llama3.2:1b,1.94737,2026-06-26 16:43:17
26460153,yes,No,no,0,llama3.2:1b,1.746481,2026-06-26 16:43:19
12419743,yes,No,no,0,llama3.2:1b,1.722161,2026-06-26 16:43:21
25725704,yes,no,no,0,llama3.2:1b,1.751385,2026-06-26 16:43:23
25669733,yes,no,no,0,llama3.2:1b,1.712306,2026-06-26 16:43:25
24614789,yes,no,no,0,llama3.2:1b,1.029359,2026-06-26 16:43:26
24996865,yes,maybe,maybe,0,llama3.2:1b,1.443717,2026-06-26 16:43:28
18928979,yes,maybe,maybe,0,llama3.2:1b,1.243292,2026-06-26 16:43:29
25699562,yes,yes,yes,1,llama3.2:1b,1.261839,2026-06-26 16:43:31
24577079,no,no,no,1,llama3.2:1b,1.470983,2026-06-26 16:43:33
24669960,no,maybe,maybe,0,llama3.2:1b,1.943012,2026-06-26 16:43:35
15502995,no,no,no,1,llama3.2:1b,1.517877,2026-06-26 16:43:36
21214884,no,no,no,1,llama3.2:1b,0.7981809,2026-06-26 16:43:38
24476003,no,No,no,1,llama3.2:1b,1.713459,2026-06-26 16:43:40
22758782,no,maybe,maybe,0,llama3.2:1b,1.727717,2026-06-26 16:43:41
14627582,no,no,no,1,llama3.2:1b,1.934709,2026-06-26 16:43:44
24666444,no,no,no,1,llama3.2:1b,1.499194,2026-06-26 16:43:45
18496363,no,maybe,maybe,0,llama3.2:1b,1.719161,2026-06-26 16:43:47
12040336,no,no,no,1,llama3.2:1b,1.729352,2026-06-26 16:43:49
14631523,no,no,no,1,llama3.2:1b,1.490363,2026-06-26 16:43:51
21823940,no,no,no,1,llama3.2:1b,1.705306,2026-06-26 16:43:53
17971187,no,no,no,1,llama3.2:1b,0.9960215,2026-06-26 16:43:54
27642458,no,no,no,1,llama3.2:1b,1.441096,2026-06-26 16:43:56
12970636,no,no,no,1,llama3.2:1b,1.715149,2026-06-26 16:43:58
11138995,no,no,no,1,llama3.2:1b,1.488195,2026-06-26 16:44:00
15388567,no,no,no,1,llama3.2:1b,0.8167157,2026-06-26 16:44:01
19142546,no,Yes,yes,0,llama3.2:1b,1.707301,2026-06-26 16:44:03
8921484,no,no,no,1,llama3.2:1b,1.268406,2026-06-26 16:44:04
26209118,no,maybe,maybe,0,llama3.2:1b,1.910008,2026-06-26 16:44:06
22668852,no,no,no,1,llama3.2:1b,1.755909,2026-06-26 16:44:08
18019905,no,no,no,1,llama3.2:1b,1.45765,2026-06-26 16:44:10
18378554,no,maybe,maybe,0,llama3.2:1b,1.236936,2026-06-26 16:44:11
24073931,no,maybe,maybe,0,llama3.2:1b,2.175915,2026-06-26 16:44:14
7547656,no,no,no,1,llama3.2:1b,1.747962,2026-06-26 16:44:16
28359277,no,no,no,1,llama3.2:1b,1.277919,2026-06-26 16:44:17
18667100,no,no,no,1,llama3.2:1b,1.456511,2026-06-26 16:44:19
10781708,no,maybe,maybe,0,llama3.2:1b,1.24006,2026-06-26 16:44:20
22522271,no,maybe,maybe,0,llama3.2:1b,1.500874,2026-06-26 16:44:22
11955750,no,no,no,1,llama3.2:1b,1.481072,2026-06-26 16:44:24
26126304,no,no,no,1,llama3.2:1b,1.487384,2026-06-26 16:44:26
27338535,no,no,no,1,llama3.2:1b,2.880301,2026-06-26 16:44:29
24799031,no,maybe,maybe,0,llama3.2:1b,1.081611,2026-06-26 16:44:30
18319270,no,maybe,maybe,0,llama3.2:1b,1.728692,2026-06-26 16:44:32
21789019,no,no,no,1,llama3.2:1b,1.280934,2026-06-26 16:44:33
11567820,no,no,no,1,llama3.2:1b,1.705779,2026-06-26 16:44:36
10966943,no,No,no,1,llama3.2:1b,1.300191,2026-06-26 16:44:37
8199520,no,no,no,1,llama3.2:1b,1.2636,2026-06-26 16:44:39
21889895,no,no,no,1,llama3.2:1b,1.510376,2026-06-26 16:44:40
26113007,no,no,no,1,llama3.2:1b,1.02076,2026-06-26 16:44:42
17208539,no,yes,yes,0,llama3.2:1b,1.723603,2026-06-26 16:44:44
20538207,no,maybe,maybe,0,llama3.2:1b,1.516068,2026-06-26 16:44:45
9603166,no,No,no,1,llama3.2:1b,1.26809,2026-06-26 16:44:47
21194998,no,no,no,1,llama3.2:1b,1.906339,2026-06-26 16:44:49
21252642,no,no,no,1,llama3.2:1b,1.292651,2026-06-26 16:44:51
16678696,no,no,no,1,llama3.2:1b,1.950633,2026-06-26 16:44:53
20549895,no,no,no,1,llama3.2:1b,1.947558,2026-06-26 16:44:55
16418930,no,maybe,maybe,0,llama3.2:1b,1.75537,2026-06-26 16:44:57
8521557,no,No,no,1,llama3.2:1b,1.701929,2026-06-26 16:44:59
16809243,no,no,no,1,llama3.2:1b,1.50875,2026-06-26 16:45:01
10798511,no,no,no,1,llama3.2:1b,1.017497,2026-06-26 16:45:02
10834864,no,no,no,1,llama3.2:1b,1.284178,2026-06-26 16:45:03
16962519,no,no,no,1,llama3.2:1b,1.703304,2026-06-26 16:45:05
19575104,no,maybe,maybe,0,llama3.2:1b,1.246273,2026-06-26 16:45:07
24809662,no,No.,no,1,llama3.2:1b,1.957325,2026-06-26 16:45:09
20602101,no,no,no,1,llama3.2:1b,1.481069,2026-06-26 16:45:11
26852225,no,maybe,maybe,0,llama3.2:1b,1.500721,2026-06-26 16:45:12
19398929,no,no,no,1,llama3.2:1b,1.47209,2026-06-26 16:45:14
25614468,no,yes,yes,0,llama3.2:1b,1.726809,2026-06-26 16:45:16
11926574,no,yes,yes,0,llama3.2:1b,1.918485,2026-06-26 16:45:18
10973547,no,no,no,1,llama3.2:1b,1.946062,2026-06-26 16:45:20
