pmid,gold,raw_prediction,parsed_prediction,correct,ollama_model,model,total_seconds,timestamp,accuracy_percent
8165771,yes,"yes
maybe
no",yes,1,AnatomyTutorFast,anatomy-tutor-fast,0.47293,2026-06-26 17:29:56,100.0
22680064,yes,yes,yes,1,AnatomyTutorFast,anatomy-tutor-fast,0.3072587,2026-06-26 17:29:56,100.0
22540518,yes,"yes
The micro-computed tomography (micro-CT) is able to accurately determine the microstructure of the maxillary alveolar bone by correlating its bone volumetric density with histomorphometric measurements, such as trabecular thickness and separation. This suggests that micro-CT can be a reliable tool for assessing bone structure in this context.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,3.146289,2026-06-26 17:30:00,100.0
20629769,yes,"yes
The study found a significant difference in patient satisfaction between intervention hospitals offering primary angioplasty-based care and control hospitals offering thrombolysis-based care, particularly in terms of convenience and overall satisfaction.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,1.890595,2026-06-26 17:30:02,100.0
21726930,yes,"yes
The femur is primarily composed of compact bone tissue, which provides structural support to the body. It is also covered in a thin layer of cartilage to absorb shock and facilitate movement. The shape and size of the femur can be affected by factors such as genetics, nutrition, and overall health.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,2.769713,2026-06-26 17:30:05,100.0
21481154,yes,"yes
The adoption of multidisciplinary management led to an improvement in survival rates among gynaecological cancer patients, with significant increases observed between 1996-99 and 2000-03.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,2.964513,2026-06-26 17:30:08,100.0
22902073,yes,"yes
The femur is a long bone in the human body that connects the hip to the knee and supports most of your weight when you stand or walk.
Its shape and structure are crucial for balance and movement, and its growth throughout childhood affects overall development.
In adults, the femur plays a key role in maintaining posture and facilitating various bodily functions.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,3.921656,2026-06-26 17:30:12,100.0
26370095,yes,"yes
The femur has two heads that meet at the hip joint, and its shape allows for flexibility in movement. Its strength and structure support various body functions, including walking and maintaining posture.
In terms of cost-effectiveness, the analysis suggests that up to £400 worth of financial incentives may be a worthwhile investment in smoking cessation during pregnancy, as it reduces the number of quit attempts and associated health risks.
The incremental cost per quitter at 34-38 weeks pregnant was estimated to be £1127 ($1716), which is similar to the standard look-up value derived from ICER tables.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,6.555948,2026-06-26 17:30:19,100.0
18041059,yes,"yes
The abstract suggests that adjuvant aromatase inhibitors may increase the risk of cardiovascular events in postmenopausal women with early breast cancer, but this increased risk is not significant enough to outweigh their benefits.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,3.454377,2026-06-26 17:30:22,100.0
15041506,yes,"yes
maybe",yes,1,AnatomyTutorFast,anatomy-tutor-fast,1.042708,2026-06-26 17:30:24,100.0
11146778,yes,"yes
The APACHE II score is a complex tool that measures physiological impairment, but its reliability as a marker of mortality risk varies depending on the time frame considered. 
The high correlation between predicted and observed mortality rates at admission to the ICU suggests that the APACHE II score may be useful for initial risk stratification.
However, the significant difference in predicted versus observed mortality rates after 10 days highlights potential limitations of the scoring system when used over extended periods.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,5.06338,2026-06-26 17:30:29,100.0
27281318,yes,"yes
The femur's shape and size allow for flexibility, enabling it to accommodate various knee angles during surgical procedures like anterior cruciate ligament reconstruction. The study found that flexible instruments can create adequate femoral tunnel lengths at specific angles of knee flexion, but the optimal length may vary depending on the angle of knee flexion.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,4.585719,2026-06-26 17:30:34,100.0
21645374,yes,"yes
Mitochondria play a role in the developmentally regulated programmed cell death process by regulating their dynamic structure and function. During PCD, mitochondria undergo changes such as increased motility, alterations in membrane potential, and fragmentation of nuclear DNA, which are indicative of mitochondrial dynamics. The study suggests that these changes may be necessary for the execution of PCD, highlighting the importance of mitochondrial function during this process.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,5.008418,2026-06-26 17:30:39,100.0
9465206,yes,yes,yes,1,AnatomyTutorFast,anatomy-tutor-fast,2.146713,2026-06-26 17:30:41,100.0
25887165,yes,"yes
The femur is a long bone in the human body that connects the hip to the knee and supports weight-bearing activities, providing strength and shape.
Microfat grafting involves injecting fat into the skin, which can cause numbness or paresthesia (abnormal sensations) at the site of injection due to inflammation.
The sensation returning to the nasal tip after microfat grafting is a gradual process that takes several weeks, with significant improvements observed from week 2 to week 12.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,5.298274,2026-06-26 17:30:47,100.0
15995461,yes,yes,yes,1,AnatomyTutorFast,anatomy-tutor-fast,0.9316986,2026-06-26 17:30:48,100.0
21850494,yes,"yes
can
possibly",yes,1,AnatomyTutorFast,anatomy-tutor-fast,1.791404,2026-06-26 17:30:50,100.0
19106867,yes,maybe,maybe,0,AnatomyTutorFast,anatomy-tutor-fast,0.9142491,2026-06-26 17:30:51,96.4
21342862,yes,"yes
The abstract discusses a study that evaluated the construct validity of the Turkish version of the EQ-5D in patients with acute coronary syndrome, finding strong correlations between the EQ-5D index score and various MacNew subscales, including heart-related quality of life scales. The results suggest that the EQ-5D is a valid instrument for measuring quality of life in this patient population.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,4.293918,2026-06-26 17:30:56,96.6
24352924,yes,"yes
The abstract suggests that ultrasonography can be an accurate method for evaluating Schanz pin placement, but only when used as a direct measurement after dissection and with proper training.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,2.770014,2026-06-26 17:30:59,96.7
16147837,yes,"yes
The abstract suggests that grandmultiparity is associated with an increased risk of various adverse perinatal outcomes, such as abruptio placentae, preterm delivery, fetal macrosomia, neonatal death, postpartum hemorrhage, and blood transfusion. 
This indicates a significant association between being a grandmultiparous woman and the likelihood of experiencing certain complications during pregnancy or shortly after birth.
It highlights the importance of considering grandmultiparity as an independent risk factor for adverse perinatal outcomes in clinical practice.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,5.745413,2026-06-26 17:31:05,96.8
26879871,yes,"yes
The novel approach used in this study helps to identify neighborhood effects on depression diagnosis and prescribing, which can be influenced by ethnic differences. The results suggest that some ethnic groups may have a higher risk of being newly diagnosed with depression or prescribed antidepressants due to their living environment.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,3.742265,2026-06-26 17:31:09,96.9
15918864,yes,"yes
The femur is a strong and long bone that connects the hip to the knee, providing support and stability for the body's weight. Its shape helps distribute force evenly throughout the leg, allowing for smooth movement and balance. In contrast, the femur plays a crucial role in facilitating movement from standing to walking and running, making it an essential part of daily life.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,4.500616,2026-06-26 17:31:13,97.0
22075911,yes,"yes
The study found a significant difference in dental health between new recruits to the British Army and those joining the Royal Navy or Royal Air Force, with higher rates of dental decay and treatment resource need among Army recruits.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,3.01163,2026-06-26 17:31:16,97.1
11035130,yes,"yes
The study found that stopping folic acid supplementation in patients with rheumatoid arthritis who are established on methotrexate therapy can lead to increased toxicity and decreased efficacy.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,2.946406,2026-06-26 17:31:20,97.1
21228436,yes,maybe,maybe,0,AnatomyTutorFast,anatomy-tutor-fast,1.143509,2026-06-26 17:31:21,94.4
11833948,yes,"yes
The study found that older adults who were transferred to a rehabilitation ward had a higher risk of returning to a less dependent residence, which is associated with a longer hospital stay and increased risk of complications after a fracture of the proximal femur.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,3.000758,2026-06-26 17:31:24,94.6
17682349,yes,"yes
The abstract suggests that there are gender differences in both the median delay time for African American women seeking medical help and the reasons why they delayed, such as receiving advice or being alone when symptoms began.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,2.901261,2026-06-26 17:31:27,94.7
17355582,yes,"yes
The abstract suggests that better quality of care, as measured by changes in health-related quality of life, is associated with improved physical function and overall well-being for patients with chronic disease. 
Better process of care (e.g., adherence to treatment plans) may lead to more effective management of symptoms and reduced burden of illness.
Patients who receive high-quality care tend to experience smaller declines in their SF-12 scores over time, indicating better health-related quality of life outcomes.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,5.050527,2026-06-26 17:31:33,94.9
15597845,yes,"yes
The combination of 2-methoxyestradiol with certain chemotherapy drugs can enhance their effectiveness in treating human ovarian cancer.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,2.351207,2026-06-26 17:31:35,95.0
10158597,yes,"yes
The introduction of a dedicated discharge coordinator led to an improvement in the quality of hospital discharge planning, resulting in reduced readmission rates and better patient outcomes.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,2.754831,2026-06-26 17:31:38,95.1
27549226,yes,"yes
The graduates reported developing leadership capacity and influencing workplace innovations such as setting up a research center and teaching training. These changes were seen as having a positive impact on their workplaces and the broader health system in low- and middle-income countries.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,3.817414,2026-06-26 17:31:42,95.2
26348845,yes,"yes
The rapid prescreening method detected glandular cell abnormalities in a significant portion of Pap smears, but the sensitivity was lower than expected. This suggests that RPS may not be effective for detecting all types of glandular cell abnormalities.
Rapid prescreening (RPS) is one of the quality assurance (QA) methods used in gynecologic cytology to detect abnormal cells early on. The method has been shown to increase the detection rate of certain types of lesions, but its effectiveness may vary depending on the specific type and severity of the abnormalities.
The study found that RPS detected glandular cell abnormalities in a significant portion of Pap smears, but the sensitivity was lower than expected. This suggests that RPS may not be effective for detecting all types of glandular cell abnormalities, particularly those with high-grade features or endometrial adenocarcinoma.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,8.560998,2026-06-26 17:31:51,95.3
25588461,yes,"yes
The study suggests that transcranial direct current stimulation (tDCS) may be useful in differentiating between unresponsive wakefulness syndrome (UWS) and minimally conscious state (MCS) patients by revealing residual cortical connectivity.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,3.257108,2026-06-26 17:31:54,95.5
23359100,yes,"yes
Maybe
maybe",yes,1,AnatomyTutorFast,anatomy-tutor-fast,1.46234,2026-06-26 17:31:56,95.6
26548832,yes,"yes

The findings suggest that patient-reported outcomes captured via phone interviews are equivalent to those obtained through self-survey methods in terms of reliability and validity. This is likely due to the fact that both methods rely on patients' honest self-reporting of their experiences, rather than relying on objective measures or data collection from others.

The high correlation between baseline PRO data captured by FTE-dependent versus non-FTE dependent methodologies may be attributed to the fact that phone interviews allow for more in-depth and detailed questioning, which can capture subtle differences in patient-reported outcomes. In contrast, self-survey methods may not provide as much detail or nuance in patients' responses.

The lack of difference in PROs between FTE-dependent and non-FTE dependent methodologies suggests that these two approaches are equally effective in capturing the same information about patient-reported outcomes.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,8.726269,2026-06-26 17:32:05,95.7
25756710,yes,"yes
The femur is the long bone in your thigh that connects your hip to your knee, providing support and stability for movement. Its shape and structure help distribute your weight evenly when you stand or walk. In human anatomy, the femur plays a crucial role in maintaining posture and facilitating locomotion.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,4.177938,2026-06-26 17:32:09,95.7
20297950,yes,"yes

The femur bone plays a crucial role in the hip joint and its shape helps support the body's weight. In people with sleep apnea syndrome, the femur may be misaligned or weakened due to repeated strain on the joint. This can lead to increased pressure on surrounding tissues and organs, contributing to the development of sleep apnea symptoms.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,4.957551,2026-06-26 17:32:15,95.8
24622801,yes,"yes
Maybe
no",yes,1,AnatomyTutorFast,anatomy-tutor-fast,1.535228,2026-06-26 17:32:16,95.9
9722752,yes,"yes
The femur is a long bone that connects the hip to the knee, and its shape and strength help support most of our body weight when standing or walking.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,2.640939,2026-06-26 17:32:19,96.0
20577124,yes,"yes
The abstract suggests that there is a relationship between high levels of leptin and increased activity of phagocytic NADPH oxidase in obese individuals, which may contribute to the development of cardiovascular disease. The study found that leptin increases NADPH oxidase activity and contributes to vascular remodeling in obesity.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,4.074265,2026-06-26 17:32:23,96.1
19027440,yes,"yes
The abstract discusses a study examining predictors of fear of recurrence in head and neck cancer survivors using the Leventhal's Common Sense Model framework.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,2.504013,2026-06-26 17:32:26,96.2
18239988,yes,"yes
The abstract suggests that routine laboratory markers may not be sufficient for differentiating NASH from ASH, highlighting the need for further investigation to identify specific biomarkers.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,2.858056,2026-06-26 17:32:29,96.2
27858166,yes,"yes
The anatomy of the aortic arch can influence the severity of traumatic aortic injury by affecting the size and shape of the artery, which in turn affects its resistance to blood flow and ability to withstand trauma.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,2.996794,2026-06-26 17:32:32,96.3
27050489,yes,"yes
The study found that obesity is associated with an increased prevalence of idiopathic misty mesentery, which may be due to various factors such as inflammation or metabolic changes. The association between obesity and misty mesentery was observed in a significant proportion of patients, highlighting the importance of considering this condition in obese individuals.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,3.919663,2026-06-26 17:32:36,96.4
16266387,yes,"yes
The abstract suggests that consuming fast food may be associated with an increased risk of asthma and allergy in children, particularly when compared to those who never ate hamburgers or had less than once a week consumption. 
The study found associations between hamburger consumption and wheeze, as well as exercise-induced bronchial hyperresponsiveness (BHR), which is a common symptom of asthma. 
BMI was not significantly related to the risk factors for asthma.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,5.323549,2026-06-26 17:32:42,96.4
27287237,yes,"yes
The abstract suggests that experts generally agree on assessing antimicrobial prescribing quality, but there are variations depending on factors such as clinical specialty, hospital, and years of experience.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,2.690133,2026-06-26 17:32:45,96.5
11079675,yes,"yes
The abstract suggests that the researchers found no significant changes in right ventricular volume and function after pulmonary valve replacement for tetralogy of Fallot, indicating that operating too late may not be necessary.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,3.139006,2026-06-26 17:32:48,96.6
10331115,yes,yes,yes,1,AnatomyTutorFast,anatomy-tutor-fast,1.141869,2026-06-26 17:32:50,96.6
18594195,yes,"yes
No
maybe",yes,1,AnatomyTutorFast,anatomy-tutor-fast,1.460165,2026-06-26 17:32:51,96.7
22497340,yes,yes,yes,1,AnatomyTutorFast,anatomy-tutor-fast,0.9237003,2026-06-26 17:32:52,96.7
16769333,yes,"yes
The flexible bronchoscope used during preoperative tracheobronchoscopy helped to visualize and diagnose esophageal atresia more effectively than traditional rigid bronchoscopy, which may have led to missed or misdiagnosed cases. 
By allowing for better visualization of the airway and surrounding tissues, TBS enabled surgeons to make more accurate diagnoses and develop effective surgical plans.
The study suggests that preoperative tracheobronchoscopy can be a valuable tool in improving diagnosis and treatment outcomes for newborns with esophageal atresia.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,5.922584,2026-06-26 17:32:59,96.8
20571467,yes,"yes
The abstract suggests that the kidneys from elderly donors can be successfully transplanted into young recipients without significant differences in outcomes at various time points.
Kidneys from older donors tend to have lower levels of certain enzymes in their urine than younger donors, but this does not appear to affect the success of transplantation.
There were no known systemic infections or other complications that would prevent kidney transplantation in these cases.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,4.887083,2026-06-26 17:33:04,96.8
12094116,yes,"yes
maybe
no",yes,1,AnatomyTutorFast,anatomy-tutor-fast,1.311431,2026-06-26 17:33:05,96.9
17276182,yes,"yes
The KCNQ1 gene mutation R14C is associated with an increased risk of developing atrial fibrillation due to its link with genetic factors.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,2.547234,2026-06-26 17:33:08,96.9
26419377,yes,"yes
The femur is a long bone that extends from the hip joint to the knee joint in the lower extremities of the human body.
Its shape and structure provide stability during movement, while its length supports weight-bearing activities like walking and running.
In anatomy, the femur is also known as the thigh bone due to its prominent role in supporting the leg.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,4.176606,2026-06-26 17:33:12,97.0
23810330,yes,"yes
The abstract suggests that the inclusion of intraoperative neuromonitoring may lead to better functional outcomes in patients undergoing open TME for rectal cancer, with improved urogenital and anorectal function. 
Intraoperative neuromonitoring helps control nerve-sparing techniques during surgery, which can reduce damage to surrounding nerves.
The study found that the use of IONM was associated with a lower rate of urinary dysfunction and impaired anorectal function after surgery.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,5.299065,2026-06-26 17:33:18,97.0
15151701,yes,"yes
The abstract describes a study examining the reliability and effectiveness of peer review in assessing the quality of care for chronic diseases, specifically diabetes and hypertension.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,2.703424,2026-06-26 17:33:21,97.1
23736032,yes,"yes
The abstract suggests that the majority of multidisciplinary team (MDT) decisions regarding breast cancer treatment were concordant, with 91.5% being in agreement with subsequent patient management. However, there was a small percentage of discordant decisions where the MDT's recommendation was deemed unjustifiable due to lack of additional information or error by the team.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,4.211804,2026-06-26 17:33:25,97.1
28143468,yes,maybe,maybe,0,AnatomyTutorFast,anatomy-tutor-fast,1.124291,2026-06-26 17:33:26,95.7
23495128,yes,"yes
The study explored patients' views on using color to describe osteoarthritis pain, finding that while it was generally acceptable, not all participants found it effective.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,2.556146,2026-06-26 17:33:29,95.8
12121321,yes,"yes
The abstract describes a study where researchers used hippocampal slices from young guinea pigs to investigate the release of GABA by mossy fibers. They found that electrical stimuli that recruit dentate granule cells elicit inhibitory signals in CA3 pyramidal neurons, which are consistent with the idea that mossy fibers release GABA.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,4.067937,2026-06-26 17:33:33,95.8
18570208,yes,"yes
The study found a significant difference in fetal biometry between severely macrosomic neonates and controls, with more severe macrosomia associated with larger discrepancies between expected and measured fetal size at the time of NT screening.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,3.044775,2026-06-26 17:33:37,95.9
28707539,yes,yes,yes,1,AnatomyTutorFast,anatomy-tutor-fast,1.123888,2026-06-26 17:33:38,95.9
22117569,yes,"yes
Maybe",yes,1,AnatomyTutorFast,anatomy-tutor-fast,1.131157,2026-06-26 17:33:39,96.0
18783922,yes,yes,yes,1,AnatomyTutorFast,anatomy-tutor-fast,1.935206,2026-06-26 17:33:42,96.1
15528969,yes,"yes
maybe
no",yes,1,AnatomyTutorFast,anatomy-tutor-fast,1.491574,2026-06-26 17:33:43,96.1
19482903,yes,"yes
The study found that the peak oxygen uptake measured during a treadmill test was not always equal to the maximum oxygen uptake (Vo2max), which is a measure of muscle function. The researchers suggest that this may be due to differences in how children with spina bifida use their muscles and lungs when they are exercising at different intensities.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,4.272003,2026-06-26 17:33:48,96.2
11977907,yes,"yes
The study found that patients with subclavian artery stenosis who had a completely reversed vertebral artery waveform were more likely to have severe subclavian steal syndrome, as measured by the significant difference in blood pressure between arms. This suggests that measuring the difference in systolic blood pressure may be useful in predicting the severity of steal in these patients.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,4.397859,2026-06-26 17:33:52,96.2
17306983,yes,"yes
The study found that size-reducing ascending aortoplasty was performed successfully, and the procedure resulted in significant improvements to the patient's condition. The external reinforcement technique helped stabilize the aortic wall during surgery.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,3.307997,2026-06-26 17:33:56,96.3
24318956,yes,"yes
The abstract presents an association between digoxin use and reduced risk of prostate cancer, specifically among individuals who have undergone PSA testing. 
Digoxin's mechanism of action is thought to contribute to its anti-tumor effects in prostate cancer cells.
Research suggests that the relationship between digoxin use and PCa risk may be influenced by factors such as age and family history of the disease.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,4.677888,2026-06-26 17:34:01,96.3
22266735,yes,"Yes
The study found that adopting the IADPSG criteria for gestational diabetes mellitus would be cost-effective when postdelivery care is provided to mitigate risks associated with the condition. However, it became no longer cost-effective without such care. 
This suggests that providing additional prenatal monitoring and counseling could outweigh the costs of screening for GDM.
The results indicate that the IADPSG criteria are only cost-effective when postdelivery care is implemented, implying a need for follow-up support after delivery.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,5.477033,2026-06-26 17:34:06,96.3
22453060,yes,"yes
The Laryngeal Mask Supreme is a supraglottic airway device that helps keep the airway open during CPR by compressing the chest and improving ventilation. The diagram manual provided in the study allowed laypersons to understand how to properly insert the device, which was essential for successful use.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,4.175556,2026-06-26 17:34:11,96.4
10401824,yes,"yes
The femur is a long, strong bone in the lower leg that connects the thigh bone to the knee joint. Its shape and size allow it to support weight-bearing activities like walking and running. In some cases, the femur may need to be replaced or repaired due to injury or disease.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,4.557372,2026-06-26 17:34:15,96.4
15208005,yes,"yes
The femur is a long bone that extends from the hip to the knee joint in the human body. Its shape and structure provide support for various movements and allow it to withstand weight-bearing activities. The femur's unique design enables it to absorb shock and distribute forces, making it an essential component of the skeletal system.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,3.927086,2026-06-26 17:34:20,96.5
16713745,yes,"yes
The abstract discusses a study that aimed to evaluate cytokine concentrations in pancreatic juice to discriminate between patients with pancreatic disease and those without. The results showed that interleukin-8 levels can predict the presence of pancreatic diseases, but other cytokines were not significantly different in chronic pancreatitis compared to pancreatic cancer.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,4.020374,2026-06-26 17:34:24,96.5
21864397,yes,"yes
The abstract describes a study that investigated factors determining the survival of nasopharyngeal carcinoma (NPC) patients who have lung metastasis alone. The results show that combined modality treatment can benefit these patients, particularly those with a longer disease-free interval.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,3.612665,2026-06-26 17:34:28,96.6
25810292,yes,"yes
The study analyzed data from 426 consecutive minimally invasive video-assisted mitral valve repair cases and found that the technique using artificial chords was reproducible and effective in reducing complications.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,3.027055,2026-06-26 17:34:31,96.6
11943048,yes,"yes

The abstract describes a study that compared the analgesic management of daily pain in nursing home residents who received hospice care with those who did not. The results showed that patients receiving hospice care were more likely to receive regular treatment for pain, and had lower rates of using analgesics not recommended by guidelines.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,4.714427,2026-06-26 17:34:36,96.6
23347337,yes,"yes
The study found that the dose intensities of chemotherapy were similar between urban and rural patients, with only minor differences in side effects such as febrile neutropenia and vomiting.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,3.020069,2026-06-26 17:34:39,96.7
23992109,yes,"yes
The abstract discusses a study that analyzed urinary biomarkers to assess tubulointerstitial lesions of the solitary kidney, comparing results between patients with acquired and congenital solitary kidneys. The study found significant correlations between urinary biomarkers and eGFR levels.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,3.962586,2026-06-26 17:34:43,96.7
10922093,yes,"yes
The main difference between open access and subspecialty clinics is that open access patients received less information about their procedure, whereas patients from a subspecialty clinic received more detailed explanations.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,2.828344,2026-06-26 17:34:46,96.7
26601554,yes,"yes
The study found that viral infections were associated with an increased risk of developing benign paroxysmal positional vertigo (BPPV).",yes,1,AnatomyTutorFast,anatomy-tutor-fast,2.236057,2026-06-26 17:34:49,96.8
15489384,yes,"yes
The study found a positive relationship between reducing spasticity and improving arm function after stroke treatment.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,2.332831,2026-06-26 17:34:51,96.8
27818079,yes,"yes
Maybe",yes,1,AnatomyTutorFast,anatomy-tutor-fast,1.404129,2026-06-26 17:34:53,96.8
24340838,yes,yes,yes,1,AnatomyTutorFast,anatomy-tutor-fast,1.513691,2026-06-26 17:34:54,96.9
16971978,yes,"yes
The prevalence of complex coronary lesions was higher in diabetic patients compared to nondiabetics due to increased rates of hypertension, hyperlipidemia, and smoking.
Complex coronary lesions, such as bifurcation and ostial lesions, are more common in diabetic patients than in non-diabetic patients.
Diabetes mellitus is an independent predictor for the presence of complex coronary lesions.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,4.720303,2026-06-26 17:34:59,96.9
21689015,yes,"yes
The use of therapy dogs in autism treatment may have a positive effect on children's behavior. 
Research suggests that exposure to therapy dogs can lead to increased positive behaviors, such as smiling and physical contact, while decreasing negative behaviors like aggression.
Studies have shown that the presence of therapy dogs can be beneficial for individuals with autism spectrum disorder (ASD), particularly in terms of their emotional and social well-being.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,4.527055,2026-06-26 17:35:04,96.9
12846929,yes,"yes
The abstract suggests that socioeconomic status may have a negative impact on quality of life in lung cancer patients, particularly in terms of physical mobility and energy levels.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,2.556686,2026-06-26 17:35:07,97.0
22694248,yes,"yes
The study suggests that a retroperitoneoscopic nephrectomy training model can be developed and practiced using piglets as subjects.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,2.354695,2026-06-26 17:35:09,97.0
