pmid,gold,raw_prediction,parsed_prediction,correct,ollama_model,model,total_seconds,timestamp,accuracy_percent
24614789,yes,"yes
The use of lumbar drainage to drain postoperative cerebrospinal fluid fistulas after spine surgery appears to be effective in promoting healing and reducing morbidity. This approach helps maintain the prone position, which is crucial for preventing complications such as bed rest-induced pressure sores. By allowing patients to remain in a position that promotes blood flow and reduces swelling, lumbar drainage can aid in the recovery process.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,5.342865,2026-06-29 17:22:28,75.0
18926458,no,"yes
The abstract describes a study that evaluated the outcomes of carotid endarterectomy in octogenarians, comparing them to younger patients. The results showed that while being an octogenarian increases the risk for complications during and after surgery, it does not significantly impact overall survival or mortality rates. In fact, the study found no deaths among the participants.",yes,0,AnatomyTutorFast,anatomy-tutor-fast,5.356455,2026-06-29 17:22:34,69.2
22522271,no,"yes
The study found that the specificities of late-night salivary cortisol were lower than those of standard screening tests, which may make it a better test for detecting cortisol excess in obese patients with Type 2 diabetes who do not have other symptoms. This is because the cutoff value used (10 nmol/L) is higher than what would be typically used to detect cortisol excess. As a result, more patients were found to have elevated cortisol levels when using this specific cutoff compared to standard screening tests.",yes,0,AnatomyTutorFast,anatomy-tutor-fast,6.683873,2026-06-29 17:22:41,64.3
15041506,yes,"maybe
The abstract suggests that a lack of confidence in performing minimally invasive procedures due to concerns about anaphylactic shock may be a significant barrier to adopting these methods, making it unclear if fear is the primary reason. However, the survey results indicate that fear was a major factor for 78% of surgeons who did not adopt minimal-access techniques. This highlights the importance of addressing patient anxiety and understanding its impact on surgical decision-making.",maybe,0,AnatomyTutorFast,anatomy-tutor-fast,5.605764,2026-06-29 17:22:46,60.0
16678696,no,"yes

The study found that residents on a vascular surgery service are not consistently able to provide complete surgical care, with an overall rate of preoperative assessment being only 67%. This is particularly true for emergent cases, which had the highest rates of incomplete care. The factors affecting this experience include the type of case (emergent vs outpatient) and the resident's involvement in each patient's care.",yes,0,AnatomyTutorFast,anatomy-tutor-fast,6.039015,2026-06-29 17:22:53,56.3
24061619,no,"yes
The presence of fewer sutures (less than 4) is associated with shorter operating time, as measured by the length of stay in the hospital. The location of the sutures also appears to be important, with anterior suturing being more common and resulting in a shorter OR time. These findings suggest that standardizing the number and placement of sutures during hiatal hernia repair may help reduce the need for reoperation.",yes,0,AnatomyTutorFast,anatomy-tutor-fast,6.602867,2026-06-29 17:22:59,52.9
23848044,yes,"maybe
The abstract suggests that oxybutynin hydrochloride may cause changes in the heart's electrical activity (QT interval) in children with bladder dysfunction, leading to an increased risk of arrhythmias. This implies a potential association between the medication and cardiac irregularities in this population. The study's findings are concerning and warrant further investigation into the effects of oxybutynin on pediatric patients.",maybe,0,AnatomyTutorFast,anatomy-tutor-fast,4.973101,2026-06-29 17:23:05,50.0
12090319,no,"yes
The abstract suggests that some patients with renal cell carcinoma may have abnormalities detected on their CT scans prior to surgery, which could potentially be due to other underlying conditions or previous treatments. This highlights the importance of considering these findings when interpreting CT scan results. The study's authors also note that not all abnormalities in the pelvis were detected through CT scans alone, emphasizing the need for a thorough evaluation.",yes,0,AnatomyTutorFast,anatomy-tutor-fast,5.491129,2026-06-29 17:23:10,47.4
24014276,yes,"yes
The study found that an optimistic outlook at advanced ages is associated with better survival rates among both men and women. Optimistic individuals had a lower risk of death compared to those with neutral or pessimistic outlooks, even after controlling for physical functioning and cognitive health. The relationship between optimism and survival was observed in both sexes, but the effect was stronger in women.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,5.64174,2026-06-29 17:23:16,50.0
21164063,no,"yes
The extended half-life of fondaparinux makes it difficult to determine an ideal time for discontinuation before surgery, which is a critical factor in bridging therapies. The use of fondaparinux sodium 2.5 mg daily for venous thromboembolism prophylaxis in surgical patients was studied, but the majority avoided its use before surgery due to concerns about bleeding risk and neuraxial anesthesia. Low-molecular-weight heparin or i.v. unfractionated heparin may be contraindicated in certain patients, highlighting the need for careful consideration of fondaparinux's role in bridge therapy.",yes,0,AnatomyTutorFast,anatomy-tutor-fast,8.52977,2026-06-29 17:23:25,47.6
28056802,yes,"yes
The study found that targeting non-HDL cholesterol levels was more effective in preventing major adverse cardiovascular events (MACEs) compared to LDL cholesterol targets in patients after acute myocardial infarction, particularly when the patient's non-HDL cholesterol level exceeded 130 mg/dl. This suggests that a higher non-HDL cholesterol target may be beneficial for reducing cardiovascular risk. The study highlights the importance of considering individual lipid profiles and adjusting treatment goals accordingly.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,6.878192,2026-06-29 17:23:32,50.0
22453060,yes,"yes
The manual's four diagrams help laypersons understand how to insert the Laryngeal Mask Supreme correctly, allowing them to successfully ventilate the manikin and improve their technique over time. The diagrams provide clear visual cues for proper placement of the device, which is essential for effective ventilation during CPR. By using these diagrams, laypersons can develop better skills and confidence in operating the LMAS.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,6.024666,2026-06-29 17:23:38,52.2
22902073,yes,"Yes
The study found that women with an ultrasound-obtained estimated fetal weight of more than 3500 grams had a significantly higher risk of cesarean delivery compared to those without this information. This suggests that the accuracy of ultrasound estimates is crucial in predicting the need for cesarean delivery, and that knowledge of US-EFW can be used as a modifiable risk factor. The findings highlight the importance of accurate fetal weight estimation during pregnancy.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,5.932814,2026-06-29 17:23:44,54.2
21689015,yes,"yes
The study found that exposure to a therapy dog at a child's usual treatment location improved their behavior, with the presence of the dog leading to more frequent and longer-lasting positive behaviors. This suggests that dogs may have a therapeutic effect on children with autism by reducing negative behaviors and increasing positive ones. The results imply that canine-assisted therapy could be a useful tool in helping autistic children.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,5.459549,2026-06-29 17:23:50,56.0
10834864,no,"Yes
The abstract suggests that antiphospholipid antibody status, specifically IgM and IgG anticardiolipin antibodies and lupus anticoagulant, may not be significant risk factors for avascular necrosis of bone in patients with systemic lupus erythematosus. This is because the study found no differences between patients with AVN or control groups regarding the presence of these antibodies.",yes,0,AnatomyTutorFast,anatomy-tutor-fast,5.529002,2026-06-29 17:23:56,53.8
23992109,yes,"yes
The study analyzed urinary biomarkers to assess tubular lesions of the solitary kidney and found that certain markers increased in patients with acquired or congenital SK, indicating a potential non-invasive approach for diagnosis. The biomarkers correlated inversely with eGFR levels, suggesting that lower eGFR may be associated with higher levels of these markers. These findings suggest that urinary biomarkers could be used to monitor the progression of tubular lesions in patients with solitary kidney disease.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,7.036181,2026-06-29 17:24:03,55.6
17598882,yes,"yes
The study found a link between the mother's or sister's prognosis and that of their daughter, suggesting a genetic component in breast cancer prognosis. The results indicate that daughters of mothers with poor prognosis had a higher mortality risk compared to those with good prognosis. This association was more pronounced among sisters than among daughters.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,4.950283,2026-06-29 17:24:08,57.1
18235194,maybe,"yes
The study suggests that phonological awareness training may benefit preschool children who have a risk factor for dyslexia, such as a history of hearing loss. This highlights the importance of early identification and intervention to prevent or mitigate the effects of potential learning difficulties. By focusing on phonological awareness, educators can help identify children at risk and provide targeted support.",yes,0,AnatomyTutorFast,anatomy-tutor-fast,4.708477,2026-06-29 17:24:13,55.2
27643961,no,"yes

This study found a link between comorbid depression and alcohol use disorder in adolescence, leading to poorer outcomes for depression later in life. The presence of one or both disorders was associated with higher rates of future major depression in adulthood compared to individuals without either condition. However, the differences in adult depression rates were no longer significant after adjusting for potential confounding factors such as gender, childhood behavior problems, and exposure to physical and sexual abuse.",yes,0,AnatomyTutorFast,anatomy-tutor-fast,6.004026,2026-06-29 17:24:19,53.3
18274917,no,"yes
The abstract suggests that patients with low-tone sudden deafness (SD) may be at risk for progressing to Meniere's disease, but the study found no significant difference in the rate of progression between those with SD alone and those with SD accompanied by vertigo. The findings indicate a potential link between SD and an increased risk of developing Meniere's disease, particularly when vertigo is present.",yes,0,AnatomyTutorFast,anatomy-tutor-fast,5.583199,2026-06-29 17:24:25,51.6
9199905,yes,"yes
The presence of vertical lines in the distal esophageal mucosa is a characteristic finding that can be seen under an endoscope, indicating histological esophagitis. This condition is often associated with eosinophilic esophagitis, which is characterized by inflammation and an overproduction of eosinophils in the esophageal lining. The presence of VLEM may indicate a more severe form of esophagitis or a specific subtype of eosinophilic esophagitis.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,7.056027,2026-06-29 17:24:32,53.1
19430778,yes,"yes
The combination analysis of high intensity zone (HIZ) and disc contour abnormalities on magnetic resonance imaging (MRI) helps to accurately predict concordant pain provocation during provocative disc injection by identifying patients who are more likely to experience pain. This is because the presence of a HIZ, which indicates abnormal bone growth around the disc, is strongly associated with an increased risk of pain response. By analyzing both HIZ and disc contour abnormalities, researchers were able to identify a specific subset of patients who are most likely to experience pain when undergoing the procedure.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,7.503976,2026-06-29 17:24:40,54.5
16266387,yes,"yes
The study found that children who consumed hamburgers had a higher risk of wheezing and exercise-induced bronchial hyperresponsiveness compared to those who did not eat hamburgers. The increased risk was seen in both children with and without asthma, suggesting that lifestyle factors may play a role in the relationship between fast food consumption and respiratory health.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,5.463714,2026-06-29 17:24:46,55.9
9603166,no,"yes
The abstract suggests that recent advancements in HIV management have led to a reevaluation of transplant policies for asymptomatic HIV-infected patients with end-stage renal disease. Many U.S. transplant centers now require HIV testing before transplantation, and some even refuse transplants from individuals who refuse HIV testing. This implies that the general consensus is shifting towards including these patients in the transplant pool.",yes,0,AnatomyTutorFast,anatomy-tutor-fast,5.21677,2026-06-29 17:24:51,54.3
23916653,yes,"yes
The femur bone plays a crucial role in supporting the body's weight and facilitating movement by providing a stable base for the hip joint. Its unique shape allows it to bear significant stress and distribute forces evenly, enabling individuals to stand upright and walk with ease. The presence of orthostatic myoclonus (OM), a condition characterized by sudden muscle contractions that occur when standing or changing positions, may be related to the femur's function in supporting weight-bearing loads.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,6.764329,2026-06-29 17:24:58,55.6
21789019,no,"yes
The study found that elderly cancer patients had different care needs compared to younger ones, particularly in terms of financial information, communication with others who have similar illnesses, and understanding from healthcare providers. These differences may be due to a range of factors, including age-related cognitive decline and changes in medical understanding.",yes,0,AnatomyTutorFast,anatomy-tutor-fast,4.441426,2026-06-29 17:25:03,54.1
12848629,yes,"yes
The study found that a treatment duration of 9 months was sufficient in reducing symptoms and preventing recurrences of tuberculous enterocolitis in patients. This suggests that shorter treatment durations may be effective for certain cases, but more research is needed to confirm this finding. The study also highlights the importance of monitoring patients closely after completing treatment to prevent recurrence.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,5.182153,2026-06-29 17:25:08,55.3
23495128,yes,"yes
The study found that patients with knee OA associate certain colors with specific emotions or characteristics associated with their pain, such as red for high-intensity pain and grey/black for aching pain. This suggests that using color to describe pain could be an effective way to communicate the intensity of pain to healthcare professionals. However, the study also highlights the need for standardization in how colors are used to convey different types of pain.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,5.848812,2026-06-29 17:25:14,56.4
12163782,yes,"yes
The study found that after major trauma, neutrophil migratory activity increases in response to interleukin-8, which is a key factor in the recruitment and activation of neutrophils. This increased activity can contribute to the development of acute respiratory distress syndrome (ARDS). The enhanced migration of neutrophils to high concentrations of interleukin-8 may be a critical early event in the pathogenesis of ARDS.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,6.639245,2026-06-29 17:25:21,57.5
20354380,yes,"yes
The perceived career threats of having children during residency were assessed using a five-point Likert scale that measured extended training, loss of fellowship positions, pregnancy complications, and interference with career plans. Women had higher scores for each item on this scale compared to men, indicating greater concern about the potential impact of pregnancy on their careers. This suggests that women's perception of career threats may be more significant than men's when it comes to delaying childbearing during residency.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,6.280993,2026-06-29 17:25:27,58.5
20608141,no,"yes
The study suggests that fluctuating prostate-specific antigen (PSA) levels may not be as reassuring as previously thought, as the rate of change in PSA levels can be just as important as the level itself. The researchers found no significant difference between patients with steadily increasing PSA and those with fluctuating PSA in terms of cancer detection or other outcomes. However, patients with fluctuating PSA had a higher Gleason score at diagnosis, indicating more aggressive cancer.",yes,0,AnatomyTutorFast,anatomy-tutor-fast,6.214333,2026-06-29 17:25:34,57.1
18719011,no,"yes
The study found that while children who are overweight as kids may be less likely to become overweight as adults, the opposite is true for women born into later generations, where recent cohorts tend to be more overweight. This suggests a possible correlation between early life weight status and adult weight status. The findings highlight the importance of considering age and cohort in understanding population trends in obesity.",yes,0,AnatomyTutorFast,anatomy-tutor-fast,5.175379,2026-06-29 17:25:39,55.8
12632437,yes,"yes

The exposure to high levels of silica in the workplace, particularly during working lifetime, is associated with an increased risk of developing primary systemic vasculitis. This is because silica can trigger an immune response that leads to inflammation and damage in blood vessels, which is characteristic of Wegener's granulomatosis (WG), microscopic polyangiitis (MPA), and Churg-Strauss syndrome (CSS).",yes,1,AnatomyTutorFast,anatomy-tutor-fast,6.822503,2026-06-29 17:25:46,56.8
18399830,yes,"yes
The study found that blood levels of inflammatory markers, such as interleukin-6 and lactate, increased during both robotically assisted laparoscopic radical prostatectomy (RALP) and retropubic radical prostatectomy (RRP), but the increase in RRP was more pronounced. The researchers also observed significant differences in the timing and magnitude of these increases between the two procedures.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,6.324315,2026-06-29 17:25:53,57.8
11867487,maybe,"yes
The questionnaire found that players believed the headgear could prevent concussion, but coaches did not share this same level of confidence in its effectiveness. Players who wore the headgear reported feeling more protected, while those who did not wear it felt less secure against injury. The lack of mandatory use and high costs may have contributed to these differing attitudes among players and coaches.",yes,0,AnatomyTutorFast,anatomy-tutor-fast,5.014039,2026-06-29 17:25:58,56.5
22758782,no,"yes
The regional anesthesia program was associated with a lower average cost of hospitalization compared to general anesthesia for patients undergoing hip fracture surgery, likely due to reduced ICU admission and delayed surgery times. The study found no significant difference in postoperative morbidity or mortality rates between the two groups, suggesting that regional anesthesia may not be beneficial for all patients. However, the program's benefits were mainly observed in terms of cost savings.",yes,0,AnatomyTutorFast,anatomy-tutor-fast,5.998774,2026-06-29 17:26:04,55.3
10798511,no,"yes
The study found that a large proportion of blunt trauma patients admitted to the hospital had CT scans negative for abdominal injuries, suggesting that physical examination alone may not be sufficient in intoxicated patients. The presence of major chest injuries is associated with an increased risk of abdominal injuries. This highlights the importance of considering multiple factors when evaluating patients with blunt trauma and intoxication.",yes,0,AnatomyTutorFast,anatomy-tutor-fast,4.774905,2026-06-29 17:26:09,54.2
19520213,no,"yes
The survey found that many UK hospitals do not have a dedicated paediatric radiologist to manage suspected child abuse cases, leading to inadequate support for these cases. This lack of specialized expertise can result in delayed or ineffective treatment, which is a significant concern. The fact that 61% of respondents thought the service could be improved highlights the need for better training and resources in this area.",yes,0,AnatomyTutorFast,anatomy-tutor-fast,5.287728,2026-06-29 17:26:15,53.1
19575104,no,"yes
The foreign bodies (FB) that migrated through the body towards the heart likely originated from their initial location within the esophagus or pharynx, where they were lodged. This migration is facilitated by the presence of peristaltic muscles in these areas, which helps to push the FB towards the heart. The risk of FB migration into the heart increases if the foreign bodies are not properly fixed during fixation procedures.",yes,0,AnatomyTutorFast,anatomy-tutor-fast,5.648703,2026-06-29 17:26:20,52.0
15918864,yes,"yes
The study found that low socioeconomic status is associated with a greater need for breastfeeding and infant care/behavior information. This suggests that postpartum women from lower socioeconomic backgrounds may require additional support to navigate these critical early-career tasks. The findings highlight the importance of addressing unmet learning needs related to infant health and care in this population.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,5.194176,2026-06-29 17:26:26,52.9
19027440,yes,"yes
The study found a strong relationship between patients' initial fears of cancer recurrence and their current fears 6-8 months after treatment. The researchers also discovered that patients with high levels of fear before treatment had lower levels of optimism, which in turn predicted higher levels of fear after treatment. This suggests that addressing psychological factors can be an important component of cancer care.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,5.214921,2026-06-29 17:26:31,53.8
18537964,yes,"yes
The abstract suggests that a physician's specialty can influence the depth and frequency of medication histories recorded in patient case notes, with Cardiology and Chest specialties recording higher scores for adverse drug reactions and allergy to drugs, respectively. This indicates that physicians' specializations may have varying levels of expertise or attention to detail when documenting medication histories.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,4.882441,2026-06-29 17:26:36,54.7
19237087,no,"yes
The study found a link between missing endoscopies and colorectal cancer, suggesting that many cases may be due to undetected adenomas. This highlights the importance of regular follow-up for individuals at risk of developing colorectal cancer. The study's findings underscore the need for more effective screening strategies to detect early-stage cancers.",yes,0,AnatomyTutorFast,anatomy-tutor-fast,4.690428,2026-06-29 17:26:41,53.7
10749257,yes,"yes
The implementation of the Mammography Quality Standards Act (MQSA) in North Carolina led to an improvement in mammography quality, as evidenced by the increased percentage of facilities meeting quality standards. The inspections revealed significant decreases in issues such as phantom image evaluation and developer temperature. These findings suggest that the MQSA has had a positive impact on the overall quality of mammography services provided in North Carolina.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,5.419916,2026-06-29 17:26:47,54.5
23361217,yes,"yes
The type of tibial component used in unicompartmental knee replacement can affect the degree of mechanical alignment achieved, with the metal-backed onlay component resulting in a closer match to neutral alignment compared to the all-polyethylene inlay component. The thickness of the polyethyelene insert also plays a significant role in determining postoperative alignment.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,5.182586,2026-06-29 17:26:52,55.4
12484580,yes,"yes
The written information sheet was found to improve patient recall by providing clear and concise instructions, allowing them to better understand their treatment options. This is because written materials can be more easily read and understood compared to verbal explanations. By reducing the time frame for recall (from 18 days to 0 days), patients were able to remember a higher percentage of information about their total hip arthroplasty.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,5.605664,2026-06-29 17:26:58,56.1
22680064,yes,"yes
The study found that early ultrasound can predict the persistence of cephalic (head-down) or noncephalic (belly-down) presentations in twin pregnancies, with high accuracy. This suggests that third trimester ultrasounds may be useful in predicting the presentation of one twin at delivery. The findings provide a basis for clinical decision-making and potentially improve maternal and fetal outcomes.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,5.827345,2026-06-29 17:27:04,56.9
10922093,yes,"yes

The study suggests that open access endoscopy may not provide adequate information and explanation to patients about their procedures, leading to a lack of informed consent. This is likely due to the limited time available for explanations during outpatient procedures, as well as the fact that some patients may not be aware of what they will undergo.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,5.012917,2026-06-29 17:27:09,57.6
27040842,no,"yes
The study found that septoplasty did not alter the dimensions of compensatory hypertrophy in the middle turbinate, but there was a significant negative correlation between the angle of the septum and the turbinate total area on the deviated side after surgery. This suggests that the changes in nasal structure may be more related to the underlying septal deviation than to the surgical procedure itself. The study's findings highlight the importance of considering both anatomical and functional factors when evaluating nasal septoplasty outcomes.",yes,0,AnatomyTutorFast,anatomy-tutor-fast,6.697832,2026-06-29 17:27:16,56.7
26820719,yes,"yes
The study found that young patients with colorectal cancer have distinct clinicopathological characteristics, treatment preferences, and outcomes compared to older patients. The differences are attributed to various factors such as family history of colorectal cancer, genetic predispositions, inflammatory bowel disease, and higher rates of stage III or IV disease. These findings suggest that the disease in young patients may not be a distinct clinical entity from those in older age groups.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,6.486875,2026-06-29 17:27:23,57.4
26460153,yes,"yes
The abstract suggests that cardiac reoperations in octogenarians (people aged 80 or older) may have some benefits, such as improved functional status and quality of life. However, the study also found high rates of mortality and morbidity after these procedures. The patients who survived had better outcomes than those who died.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,5.646136,2026-06-29 17:27:29,58.1
10548670,yes,"yes
The abstract discusses a study that compared the total volume of cerebral infarction in patients with right and left hemisphere strokes using the National Institutes of Health Stroke Scale (NIHSS). The results showed that the median lesion volume was greater for right hemisphere strokes, regardless of NIHSS score. This suggests that the NIHSS may not be as effective in distinguishing between right and left hemisphere strokes in terms of stroke severity.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,6.348478,2026-06-29 17:27:35,58.7
9363244,yes,"yes
The study found that occupational exposure to ionizing radiation from a nuclear power plant did not affect conception or pregnancy rates among fertile couples. However, it noted an increased rate of anomalous spermiograms in workers who were exposed to higher levels of radiation. The abnormalities were temporary and resolved after the exposure stopped.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,4.361601,2026-06-29 17:27:40,59.4
12121321,yes,"yes
The abstract describes a study that demonstrated the release of GABA from mossy fibers in the hippocampus. This suggests that mossy fibers may play a role in regulating neuronal activity, particularly during seizure generation. The fact that GABA is released and modulated by mossy fiber terminals indicates their potential involvement in inhibitory neurotransmission within the brain.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,5.341637,2026-06-29 17:27:45,60.0
19546588,no,"yes
The increasing blood pH stimulates muscle protein synthesis by activating various signaling pathways that promote the growth of muscle fibers. This is because acidic conditions can lead to the activation of certain enzymes involved in protein degradation, while alkalization can activate enzymes involved in protein synthesis. The decrease in insulin-like growth factor 1 (IGF-1) suggests that increased blood pH may also contribute to a reduction in muscle protein breakdown.",yes,0,AnatomyTutorFast,anatomy-tutor-fast,6.368399,2026-06-29 17:27:52,59.1
21394762,yes,"yes
The study found a significant association between pelvic pain and defecatory symptoms in women with pelvic organ prolapse, particularly those who reported straining or feeling incomplete emptying during bowel movements. This suggests that pelvic pain may be an underlying factor contributing to the development of defecatory symptoms in these individuals. The findings highlight the importance of considering pelvic pain as a potential contributor to the complex symptoms experienced by women with POP.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,5.669173,2026-06-29 17:27:58,59.7
9427037,yes,"yes
The vascular pattern of astrocytomas can indicate their grade by showing differences in vessel morphology. In low-grade astrocytomas, vessels are typically well-preserved and lack significant abnormalities. In contrast, high-grade astrocytomas have more extensive vessel damage and abnormal vWF-positive cells within the tumor substance.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,4.76455,2026-06-29 17:28:03,60.3
24977765,yes,"yes
The study found that sports-related concussions are more likely to be followed up with a trainer and have better outcomes compared to non-sports related concussions. This may be due to the fact that athletes often require more intensive rehabilitation and follow-up care after returning to play. The results suggest that healthcare providers should take extra steps to ensure patients who return to activities are properly monitored for symptoms and receive necessary medical clearance before resuming normal activities.",yes,1,AnatomyTutorFast,anatomy-tutor-fast,6.451546,2026-06-29 17:28:09,60.9
11955750,no,"yes
The apical dose escalation resulted in improved treatment outcomes, including higher overall and disease-specific survival rates, due to increased local control and preservation of vision. The optimal apical dose prescription was found to be 160 Gy, which achieved the best results among patients with posterior choroidal melanomas.",yes,0,AnatomyTutorFast,anatomy-tutor-fast,4.496259,2026-06-29 17:28:14,60.0
